,Score,AnswerCount,ViewCount,FavoriteCount,CommentCount,Ans_Score,Auth_reputation,Editor_reputation,Words_in_Title,Words_in_Title_Description,Accepted_Ans,Tags_Count,title_tag_ratio,Creation_Days,Last_Edit_Days,Last_Activity_Days,Closed_Days,Category
4281,2,1,2724,0,1,1,157,157,6,639,2,5,39.53,1529,1532,1532,2998,1
4282,1,1,342,0,4,0,938,938,7,231,2,4,17.50,1504,1504,1504,3023,1
4283,2,1,1791,0,3,5,2552,2552,7,80,2,2,23.08,1850,1850,1850,2677,1
4284,9,1,1692,4,2,10,2682,2682,7,463,2,3,27.69,3014,3014,3513,1513,1
4285,1,1,52,0,1,0,13,61993,12,161,2,3,30.30,3778,3778,3778,749,0
4286,90,10,42640,27,3,128,24477,4716,10,90,20,3,54.12,592,4346,4346,3935,0
4287,2,1,11264,2,1,7,6043,17080,5,215,2,3,25.71,1165,1165,1165,3362,0
4288,4,4,23612,1,1,4,247,142435,4,63,8,3,35.48,1028,1157,2466,3499,0
4289,14,3,3851,1,1,7,941,1,5,58,6,1,35.90,2292,3220,3188,2235,1
4290,1,1,273,0,1,1,2004,21317,5,84,2,5,26.09,1885,1886,1886,2642,0
4291,1,2,193,0,2,1,729,24622,14,214,4,5,43.90,4368,4368,4368,159,0
4292,2,2,16936,1,2,7,352,352,6,106,4,2,40.74,3079,3079,3079,1448,0
4293,2,1,220,0,2,1,95,95,10,249,2,2,30.77,4073,4073,4073,454,1
4294,2,1,288,0,4,2,685,685,7,76,2,3,50.00,4007,4007,4007,520,1
4295,1,1,488,0,1,1,462,35189,6,152,2,5,48.54,2641,2641,2654,1886,0
4296,1,1,744,0,2,3,739,89,8,49,2,5,46.81,2660,2866,2866,1867,1
4297,1,1,593,1,7,6,15300,92701,16,284,2,2,16.98,2596,2596,2596,1931,0
4298,5,1,2206,1,4,5,14112,1,7,256,2,3,41.30,1408,3220,1408,3119,0
4299,3,1,1879,0,2,0,101,101,14,206,2,4,19.05,2534,2534,2535,1993,1
4300,1,1,163,0,1,0,45,800,8,158,2,4,32.26,3553,3554,3554,974,1
4301,3,3,55,1,3,1,157,28958,11,190,6,4,11.54,4118,4118,4118,409,0
4302,2,1,3332,0,2,2,111,17928,6,101,2,2,25.00,2516,2516,2516,2011,0
4303,2,2,418,0,5,1,2529,2529,8,185,4,4,30.25,1996,2002,2002,2531,1
4304,2,1,2646,0,5,1,61,61,8,683,2,3,35.96,3626,3627,3627,901,1
4305,1,1,878,0,1,5,1905,1,4,571,2,3,21.21,2894,3220,2899,1633,1
4306,4,1,255,2,2,1,1074,1,6,182,2,3,27.27,2005,3220,2005,2522,1
4307,2,2,4530,1,2,2,11881,11881,10,211,4,2,20.29,2236,2236,2238,2291,0
4308,9,2,20253,0,4,11,379,379,19,164,4,4,20.13,4231,4231,4454,296,0
4309,2,2,100,0,3,2,3582,3582,6,77,4,2,38.30,3532,3532,3533,995,1
4310,1,1,58,0,5,0,579,579,7,233,2,4,30.38,4131,4131,4131,396,1
4311,1,2,52,0,2,0,75,4359,10,187,4,3,28.26,3827,3827,3827,700,1
4312,13,4,5090,3,7,20,4441,1,5,395,8,4,22.54,1883,3220,4330,2644,0
4313,1,1,223,0,5,3,15320,15320,5,303,2,5,35.82,2327,2330,2331,2200,0
4314,158,8,327486,44,1,253,12042,12042,7,42,16,2,22.95,988,988,4041,3539,0
4315,36,3,10221,7,1,41,6988,194275,7,89,6,3,38.89,1502,1502,3640,3025,0
4316,2,2,1545,0,2,2,2988,2988,11,259,4,4,48.08,4049,4049,4268,478,1
4317,24,6,12345,1,4,19,98551,98551,4,58,12,3,17.91,538,538,3874,3989,0
4318,1,3,1394,0,2,1,1222,1222,13,110,6,4,15.53,2257,2257,2257,2266,1
4319,4,4,4401,2,2,3,586,586,12,54,8,3,38.30,2578,2578,3976,1949,1
4320,11,1,8192,3,1,21,747,11143,8,219,2,5,35.29,4087,4087,4295,440,0
4321,1,1,424,0,4,3,50804,50804,7,151,2,3,50.63,1455,1456,1456,3072,0
4322,2,5,994,1,1,3,1875,1875,16,270,10,2,40.98,1450,1450,1450,3077,1
4323,3,3,8439,1,3,10,1671,563376,4,57,6,1,19.35,1100,1100,1100,3427,0
4324,2,2,50,0,2,2,23,25366,11,96,4,2,22.22,4229,4229,4229,298,0
4325,1,1,686,0,1,3,1526,1526,12,104,2,4,33.33,2814,2814,2814,1713,1
4326,1,1,58,0,10,1,53,53,5,230,2,4,27.45,4276,4277,4278,251,1
4327,5,3,2212,2,2,5,16703,5924,13,79,6,4,32.73,290,290,299,4237,0
4328,12,3,5257,5,3,15,123,123,7,272,6,5,38.98,3585,3586,4243,942,1
4329,2,1,1208,0,1,2,33,30642,15,112,2,2,21.82,1337,3509,3509,3190,0
4330,2,1,8663,1,2,4,1806,5055,6,134,2,3,33.33,2127,2675,2675,2400,0
4331,7,1,22719,3,4,5,131,3157,7,64,2,4,60.00,1878,1878,1879,2649,0
4332,2,1,1000,0,1,1,3224,3224,8,148,2,3,9.20,2196,2196,2200,2331,1
4333,1,1,298,0,3,1,836,836,7,294,2,5,34.21,3284,3284,3284,1243,1
4334,3,4,365,0,4,7,705,705,16,241,8,2,29.13,1358,1359,1359,3169,1
4335,2,1,354,0,3,1,106,1698,5,154,2,3,15.15,2569,2571,2582,1958,1
4336,2,3,7137,0,4,4,2269,2269,19,93,6,4,29.87,3441,3441,4463,1086,1
4337,1,1,448,0,4,3,339,339,9,152,2,3,18.18,2890,2890,2890,1637,1
4338,1,1,128,0,12,1,1007,1007,9,183,2,5,13.95,3828,3828,3829,699,1
4339,1,3,2082,1,3,1,661,661,10,321,6,4,30.48,2828,2829,2829,1699,1
4340,2,1,166,0,1,2,23,23,4,87,2,3,35.29,3176,3179,3179,1351,1
4341,4,5,542,0,12,4,166,166,7,191,10,3,45.90,3936,3937,3937,591,1
4342,3,4,63,0,4,4,822,61993,12,126,8,2,32.10,2747,2747,2747,1780,0
4343,6,2,6607,1,1,5,2805,2805,5,89,4,3,36.67,2458,2458,2458,2069,0
4344,15,3,9487,3,3,11,183,1960,8,146,6,2,21.88,2614,4320,4320,1913,0
4345,3,1,539,2,1,4,1912,324633,13,47,2,5,35.66,1624,1625,1625,2903,0
4346,1,2,432,0,7,6,59923,59923,8,94,4,4,66.67,1540,1540,1540,2987,0
4347,5,3,3947,3,5,6,859,1,5,179,6,3,54.55,1082,4344,2724,3445,1
4348,3,1,505,1,1,3,33,50599,11,128,2,2,34.21,4032,4032,4032,495,0
4349,5,1,179,1,1,5,12458,12458,10,239,2,5,32.48,3939,3941,4453,588,0
4350,2,1,3090,0,3,3,1101,41748,8,206,2,4,25.60,2754,2761,2761,1755,0
4351,1,1,810,0,2,0,195,1,6,155,2,2,51.43,1193,4344,1194,3334,1
4352,1,1,62,2,1,1,111,111,9,369,2,4,41.51,3536,3538,3538,991,1
4353,1,4,419,1,2,4,2332,1,7,28,8,1,31.82,1189,3220,1189,3271,1
4354,2,1,432,0,17,3,232206,232206,18,176,2,5,27.87,1179,1180,1180,3348,0
4355,8,1,10925,1,4,5,533,533,9,31,2,3,41.03,2816,2816,2816,1711,0
4356,1,2,649,0,3,2,15,15,9,277,4,3,54.05,3725,3725,3725,802,1
4357,1,1,1229,0,2,1,3475,3475,12,326,2,5,10.22,2570,4277,4277,1957,1
4358,1,1,692,0,1,0,17,17,6,121,2,4,38.10,3640,3640,3641,887,1
4359,1,2,63,0,7,1,945,945,11,254,4,2,24.62,3907,3907,3907,620,1
4360,2,3,763,0,2,4,147699,1,7,121,6,4,35.16,871,4344,871,3656,0
4361,6,3,11225,2,4,2,75,18651,11,123,6,2,18.18,2143,2143,2143,2384,0
4362,6,2,5623,2,4,3,101,9517,20,54,4,3,21.19,4195,4319,4319,332,0
4363,1,1,29,0,5,2,497,243047,14,111,2,4,24.39,4480,4480,4480,47,0
4364,2,2,203,0,6,5,2160,2160,3,129,4,4,60.38,1924,1924,1924,2603,1
4365,1,1,87,0,2,1,710,710,6,129,2,4,49.35,3937,3937,4312,590,1
4366,27,3,2057,2,15,24,253682,1,8,350,6,4,28.57,1441,3220,1441,3086,0
4367,2,1,919,0,1,2,77,77,10,274,2,5,33.90,3892,3893,3893,635,1
4368,47,2,74596,8,1,80,695,4915,12,78,4,3,39.10,2735,4491,4491,1792,0
4369,1,1,3598,1,10,3,5096,5096,9,164,2,2,59.34,1937,1937,1937,2590,0
4370,9,4,5559,3,1,10,123,40337,6,332,8,4,26.23,911,4157,4157,3616,0
4371,3,5,63,1,1,6,2043,52795,9,131,10,4,13.64,4168,4168,4168,359,0
4372,1,1,69,0,1,1,711,711,8,224,2,2,31.58,2627,2627,2627,1900,1
4373,2,3,69,0,1,2,93845,93845,14,125,6,2,22.50,1718,1718,1718,2809,0
4374,1,2,115,0,4,3,507,507,10,165,4,5,30.63,4375,4375,4375,152,1
4375,8,3,1307,4,3,7,35518,35518,10,241,6,2,31.11,416,416,416,4111,0
4376,1,2,87,0,5,0,150,4191,18,285,4,1,5.83,3383,3383,3383,1144,1
4377,2,5,122,1,7,1,7810,7810,7,430,10,3,36.84,3552,3552,3552,975,1
4378,5,1,1176,0,2,4,732,249041,13,271,2,4,45.22,3025,3025,3025,1502,0
4379,1,2,1597,0,5,0,783,783,8,52,4,2,25.00,2098,2098,2098,2429,1
4380,2,2,109,0,1,1,361,2740,7,359,4,5,47.86,3881,3881,3881,646,1
4381,2,2,82,0,3,0,21,21,9,485,4,4,34.29,4300,4303,4305,227,1
4382,6,1,4530,0,1,6,75,10033,6,90,2,3,33.33,1560,1560,1560,2967,0
4383,18,5,9530,14,3,11,319,8473,8,146,10,5,24.24,1342,2699,4125,3185,0
4384,1,2,108,0,5,0,91,853099,10,268,4,3,24.10,3756,3759,3759,771,0
4385,3,2,1636,2,1,3,609,609,7,468,4,5,22.58,3142,3145,3289,1385,1
4386,3,1,2480,0,1,2,103,92701,6,243,2,2,40.51,2817,2817,2817,1710,0
4387,2,2,66,0,8,5,347,2852,13,28,4,1,12.50,4116,4116,4117,411,1
4388,7,2,2317,2,2,12,7243,7243,13,162,4,4,34.19,2793,2793,3176,1734,0
4389,8,2,3333,4,2,8,83,49213,4,188,4,2,38.10,2011,2011,3460,2516,0
4390,5,1,875,2,12,2,11332,18199,6,76,2,4,38.78,3396,3916,3916,1131,0
4391,4,3,1023,0,7,3,6031,1,10,293,6,2,35.64,1403,3220,1405,3124,0
4392,1,1,91,0,3,2,2425,2425,10,45,2,5,39.08,1593,1593,1594,2934,1
4393,3,2,829,0,12,2,198,954,5,198,4,4,26.09,3765,3765,3908,762,1
4394,2,3,2084,0,4,3,26437,26437,3,119,6,1,28.57,1417,1437,1437,3110,0
4395,3,2,91,0,2,3,1006,94318,6,116,4,2,25.93,2074,2074,2074,2453,0
4396,24,4,25886,10,1,20,6087,6087,13,182,8,4,29.70,1231,1231,3440,3296,0
4397,1,2,41,0,4,0,7304,170061,12,294,4,4,40.43,3851,3851,3851,676,0
4398,1,1,551,0,5,2,311,311,9,328,2,4,27.91,3274,3274,3274,1253,1
4399,2,2,327,0,1,0,5793,43772,16,123,4,2,30.00,2162,2162,2162,2365,0
4400,14,3,16171,8,1,20,1547,1547,12,220,6,5,37.38,1057,1058,2787,3470,0
4401,3,2,31,0,2,2,875,875,6,116,4,2,23.73,4261,4263,4263,266,1
4402,1,2,445,0,4,0,133,1,14,325,4,3,24.53,3216,3220,3216,1311,1
4403,3,1,43,0,4,1,129,13385,11,57,2,3,31.82,4168,4168,4168,359,0
4404,6,2,10734,3,2,4,12074,1,8,106,4,2,17.39,3061,3220,3964,1466,0
4405,1,1,263,0,2,2,12785,76792,8,40,2,1,19.23,3106,3106,3106,1421,0
4406,2,3,1500,0,1,4,1297,1297,4,235,6,3,52.17,3263,3263,3263,1264,1
4407,7,2,16536,1,1,9,201818,49706,9,86,4,5,30.99,379,2388,2388,4148,0
4408,1,1,57,0,2,1,35,35,9,124,2,2,51.02,4154,4154,4154,373,1
4409,1,3,506,0,2,6,257,677433,6,76,6,4,39.34,866,866,871,3661,0
4410,1,2,279,0,1,1,327,6746,8,67,4,3,52.63,3380,3381,3381,1147,1
4411,2,4,107,0,13,2,781,781,10,131,8,1,25.00,3007,3009,3009,1520,1
4412,20,6,35303,4,1,28,923,923,6,85,12,2,20.69,1384,2644,3709,3143,0
4413,5,2,108,0,4,3,223,243047,8,122,4,3,21.05,3983,3983,3983,544,0
4414,1,1,280,0,3,2,333,333,8,109,2,3,53.66,4189,4189,4189,338,1
4415,7,1,281,2,1,4,73,1,6,211,2,2,40.00,2206,3220,2208,2321,1
4416,3,2,257,1,2,1,91,290713,7,267,4,3,23.08,3593,3593,3593,934,0
4417,9,4,282,0,7,3,7953,23406,8,111,8,1,18.75,1858,1858,1858,2669,0
4418,20,3,19238,19,5,14,830,830,6,106,6,3,29.73,2066,2066,4486,2461,0
4419,3,1,2289,3,4,5,10987,1,13,141,2,4,45.10,1155,3220,1156,3372,0
4420,4,1,332,1,1,5,693,693,15,318,2,2,13.73,4123,4123,4123,404,1
4421,1,1,5746,1,1,3,960,960,10,239,2,5,39.60,2749,2749,2749,1778,1
4422,22,3,33736,9,2,38,350,10999,14,52,6,4,19.23,3494,3752,4287,1033,0
4423,2,2,71,1,3,2,399,44292,9,43,4,5,45.98,2130,2130,2130,2397,0
4424,2,1,836,0,1,3,23,301163,11,111,2,4,27.78,2128,2128,2188,2399,0
4425,29,4,11410,17,4,39,5525,1,10,33,8,2,22.22,1572,3220,4426,2955,1
4426,1,1,60,0,4,3,23,37844,10,154,2,1,25.00,4075,4075,4075,452,0
4427,1,2,823,1,5,0,130,130,14,582,4,3,17.86,4138,4138,4139,389,1
4428,2,2,2456,0,4,3,1608,1608,5,226,4,2,15.69,1972,1972,1972,2555,1
4429,1,3,37,0,7,1,51,301455,8,64,6,1,25.00,3673,3673,3673,854,0
4430,18,2,3979,1,1,31,20808,251775,14,128,4,2,38.00,771,791,890,2631,0
4431,3,1,1661,0,2,2,571,30642,7,120,2,5,46.60,2708,3072,3072,1819,0
4432,7,4,22016,1,2,1,16208,16208,17,613,8,5,21.58,3105,3105,4212,1422,0
4433,1,2,161,0,3,1,4060,1,4,223,4,2,61.90,2404,3220,2794,2123,1
4434,5,2,103,0,2,1,118576,118576,12,410,4,3,29.36,3747,4285,4285,780,0
4435,13,3,6020,2,1,8,447,447,6,621,6,4,34.88,1396,1396,1396,3131,1
4436,3,3,64,1,2,1,149,111009,5,118,6,4,27.27,3241,3241,3241,1286,0
4437,1,1,1032,0,5,0,47,5922,9,132,2,4,38.96,4149,4149,4151,378,1
4438,4,1,4602,1,4,4,3345,3345,9,279,2,2,28.21,1364,1364,1364,3163,0
4439,1,3,66,1,5,1,67,67,8,358,6,3,12.05,3871,3871,3871,656,1
4440,3,2,285,0,3,1,3418,1,6,164,4,1,22.73,2698,3220,2699,1829,1
4441,3,2,9324,0,2,2,3380,3380,5,308,4,5,48.78,2318,2541,3881,2209,1
4442,1,1,85,0,1,0,13,13,10,274,2,2,30.77,1215,1217,1217,3312,1
4443,4,1,337,1,2,1,138,38859,4,79,2,2,58.18,2631,2631,2830,1896,0
4444,9,2,11403,5,1,13,93,5540,9,75,4,3,32.38,1884,3856,3856,2643,0
4445,2,3,3146,1,9,1,844,844,10,137,6,5,37.17,1120,1121,3515,3407,1
4446,18,3,9080,1,2,0,9289,9289,14,71,6,2,21.36,1082,1082,3430,3445,0
4447,11,12,451,2,3,7,537,537,9,175,24,5,37.93,4299,4303,4319,228,1
4448,3,1,18042,1,1,10,2872,514,11,64,2,2,21.36,2241,4339,4339,2286,0
4449,30,5,43049,3,2,27,317,12715,5,25,10,3,67.80,826,1142,3912,3701,0
4450,7,3,3343,2,3,9,422,92701,6,190,6,3,51.22,3839,4285,4465,688,0
4451,1,3,803,0,6,2,596,11663,5,207,6,3,40.00,1323,2391,2391,3204,0
4452,2,1,113,0,1,5,436,436,12,144,2,2,28.95,3955,3955,3955,572,1
4453,2,1,1004,0,5,3,3555,3555,8,429,2,5,37.10,2940,2940,2940,1587,1
4454,4,1,953,2,1,2,4914,1,11,59,2,3,39.25,3123,3220,3123,1404,1
4455,1,1,49,0,2,4,13,67923,8,23,2,5,42.65,4296,4296,4296,231,0
4456,36,3,12894,13,4,32,787,548,10,93,6,2,31.33,521,3818,3965,4006,0
4457,2,3,553,0,4,1,1985,1985,10,340,6,4,31.91,2820,2820,2820,1707,1
4458,8,1,3673,1,21,5,8901,1,5,354,2,5,50.57,2768,3220,2771,1759,0
4459,1,2,17815,3,2,8,1033,1033,5,214,4,3,38.24,809,810,2627,3718,0
4460,138,29,68003,34,5,149,1482,2534,6,107,58,4,43.90,1123,4230,4472,3404,0
4461,55,5,60668,50,4,31,3326,58588,10,165,10,5,27.20,2073,4404,4417,2454,0
4462,9,2,35186,1,4,15,472,8580,8,168,4,3,6.90,2734,2734,4458,1793,0
4463,2,2,19838,0,1,9,130,367183,6,122,4,2,38.24,2138,2138,2138,2388,0
4464,1,1,1194,0,5,2,593,593,7,92,2,2,26.67,3717,3717,3718,810,1
4465,1,3,3753,0,1,2,295,295,7,103,6,5,42.11,2744,2744,2744,1783,1
4466,18,1,1241,6,2,8,10669,10669,11,165,2,2,27.91,617,617,3857,3910,0
4467,4,1,1949,0,2,0,3965,16832,12,133,2,4,41.07,1467,1469,1525,3060,0
4468,1,2,98,1,2,1,783,92701,10,81,4,3,38.89,3601,3601,3601,926,0
4469,1,2,3023,0,3,1,712,712,7,280,4,3,61.90,2116,2119,2119,2411,1
4470,1,2,154,0,6,0,13,64572,10,79,4,3,11.76,4205,4205,4207,322,0
4471,1,2,947,1,2,2,1525,8609,11,128,4,1,23.88,1643,3927,3927,2884,1
4472,1,1,348,0,3,7,255,255,11,129,2,4,40.62,4391,4391,4391,136,1
4473,1,1,883,0,3,0,23,1085,9,169,2,2,29.41,3106,3106,3106,1421,1
4474,7,1,210,1,5,7,467,467,13,149,2,4,39.67,4440,4440,4440,87,1
4475,3,1,1181,1,5,3,3297,648831,9,213,2,4,43.59,2248,2249,2258,2279,0
4476,1,1,1685,0,1,1,1929,1929,11,257,2,4,16.67,3065,3066,3066,1462,1
4477,3,3,1355,0,3,4,332,332,12,170,6,4,12.50,3034,3034,3034,1493,1
4478,1,1,174,0,8,2,38,38,13,71,2,2,23.38,4226,4226,4227,301,1
4479,1,1,713,0,4,1,611,611,12,331,2,4,26.42,3520,3520,3520,1007,1
4480,1,1,470,0,2,1,3757,10373,6,507,2,4,32.00,1716,2065,2065,2811,1
4481,1,1,2038,0,5,1,305,305,5,193,2,3,54.55,2836,2836,2836,1691,1
4482,1,4,64,0,1,3,13,1303,5,97,8,1,19.51,4460,4460,4460,67,1
4483,3,1,729,0,7,1,1144,18780,10,206,2,5,27.18,3306,3306,3307,1221,0
4484,2,3,1409,0,2,1,2843,2843,2,186,6,5,58.62,866,866,866,3661,1
4485,1,5,2322,2,4,13,3624,3624,7,143,10,3,43.48,693,694,694,3834,1
4486,6,5,19820,1,1,4,293,1721,6,713,10,2,24.14,1362,1362,4000,3165,0
4487,1,1,1175,0,1,1,89,89,7,132,2,2,29.85,3639,3639,3639,888,1
4488,2,1,1005,0,2,1,144,144,6,152,2,5,35.90,3648,3648,3648,879,1
4489,3,1,1718,2,1,8,4673,4673,9,366,2,2,39.34,2256,2256,4182,2271,1
4490,4,6,6811,4,3,5,645,251775,10,101,12,3,36.36,384,384,665,4143,0
4491,1,3,63,0,4,2,65,19868,13,370,6,3,40.37,4298,4343,4343,229,0
4492,1,1,77,0,1,3,654,654,4,159,2,2,23.26,3058,3058,3058,1469,1
4493,2,4,6971,2,3,9,363,25471,11,100,8,2,27.78,2632,2632,3885,1895,0
4494,1,2,83,0,1,0,55,15633,5,48,4,3,53.97,2406,2407,2407,2121,0
4495,1,1,52,0,7,2,51,82762,10,275,2,4,21.43,4087,4087,4087,440,0
4496,5,3,69,1,3,4,497,497,16,455,6,3,28.33,4416,4416,4417,111,1
4497,132,19,256293,66,4,190,8959,4308,5,39,38,3,41.51,1199,3594,4416,3328,0
4498,2,1,259,1,4,1,317,317,11,326,2,2,22.47,2434,3601,3601,2093,1
4499,10,3,21760,3,8,19,330,170061,5,99,6,5,24.66,3623,3623,4264,904,0
4500,1,2,5883,2,1,3,396,396,9,88,4,5,21.90,2619,2619,2620,1908,1
4501,3,2,1739,1,1,1,105,9,11,350,4,4,32.26,3907,3908,3908,620,1
4502,1,1,842,0,2,1,147,203771,11,134,2,3,26.83,2945,2946,2946,1582,0
4503,1,1,227,0,4,2,149,149,20,93,2,3,19.55,4012,4012,4012,515,1
4504,2,2,594,0,2,0,630,630,12,421,4,5,51.80,3828,3828,3829,699,1
4505,1,1,91,2,4,0,237,237,8,257,2,3,21.54,2805,2805,2805,1722,1
4506,2,3,42,1,2,0,23,16256,5,96,6,1,42.11,2781,2781,2782,1746,0
4507,410,19,214253,324,18,78,4785,1,11,498,38,5,51.85,2638,3220,4346,1889,0
4508,4,4,3362,0,1,6,2404,2404,8,166,8,3,43.08,673,673,674,3854,0
4509,4,5,181,1,4,3,410,251775,13,187,10,2,22.78,469,469,469,4058,0
4510,1,1,482,1,2,2,4476,4476,12,120,2,5,40.31,3661,3661,3661,866,1
4511,1,1,634,0,7,0,13,13,13,327,2,3,32.61,3392,3392,3395,1135,1
4512,5,1,13215,1,2,22,311,311,12,67,2,5,29.91,3165,3165,3165,1362,0
4513,1,1,81,0,1,0,65,465,12,381,2,4,34.71,3941,3943,3943,586,1
4514,4,2,8209,0,2,1,3202,3202,7,1184,4,3,14.43,3642,3642,3652,885,1
4515,1,2,78,0,4,2,43,2152,12,57,4,2,11.43,4230,4230,4233,297,1
4516,3,1,940,0,1,2,11976,41102,8,124,2,5,38.46,1276,1276,1276,3251,0
4517,2,2,327,1,3,1,57,35096,7,266,4,3,28.17,4037,4037,4037,490,0
4518,6,2,2119,1,1,9,1090,853099,14,452,4,2,15.69,1954,1954,4059,2573,0
4519,2,5,1091,2,2,3,308,308,13,286,10,5,17.54,4268,4269,4269,259,1
4520,1,1,57,0,1,1,13,5519,13,569,2,2,22.22,2863,2863,2863,1664,1
4521,2,2,1636,0,1,2,8142,8142,4,120,4,3,41.86,1038,1039,1039,3489,0
4522,4,3,737,2,2,2,283,11091,6,270,6,3,24.24,3317,3317,3317,1210,0
4523,17,1,2485,6,3,19,263,263,16,131,2,4,15.00,3577,3970,3970,950,1
4524,1,1,3327,1,2,9,7713,105919,14,92,2,4,30.48,1439,1439,2494,3088,0
4525,1,1,376,0,2,2,6906,6906,5,259,2,5,19.28,3392,3394,3395,1135,1
4526,1,1,152,0,3,3,19292,89835,9,108,2,5,32.48,2522,2522,2522,2005,0
4527,1,3,57,0,1,0,25,25,9,243,6,5,32.56,4109,4110,4110,418,1
4528,1,2,475,0,2,0,1121,155403,7,167,4,5,51.92,2954,2954,2954,1573,0
4529,7,3,1359,2,3,6,2251,5519,6,286,6,2,13.33,1325,1996,4252,3202,1
4530,66,7,40076,27,1,107,14825,92701,12,54,14,2,25.88,63,4066,4066,4464,0
4531,1,3,2273,4,2,2,13,13,7,444,6,5,35.19,3612,3613,3614,915,1
4532,34,2,36485,16,1,37,6316,11416,14,202,4,5,38.33,2691,4126,4500,1836,0
4533,4,1,865,0,3,4,175,2254,7,350,2,4,41.90,3129,4215,4215,1398,1
4534,2,4,2740,1,2,7,31,31,10,97,8,2,15.38,3469,3470,4208,1058,1
4535,1,2,85,0,4,2,63,2430,13,209,4,3,22.22,4019,4019,4019,508,1
4536,5,3,646,1,2,1,25718,25718,10,213,6,5,41.12,3498,4126,4126,1029,0
4537,3,3,437,1,2,6,2346,2346,9,242,6,1,26.92,3380,3380,3503,1147,1
4538,1,3,74,0,1,5,138,8973,5,66,6,4,41.18,2494,2494,2494,2033,0
4539,3,2,520,0,2,2,270,149740,8,19,4,4,43.08,1477,1477,4479,3050,0
4540,5,3,100,1,7,4,2419,18265,10,210,6,2,12.05,2567,3996,3996,1960,0
4541,2,1,116,0,1,3,1545,7513,6,154,2,3,44.94,4124,4125,4125,403,1
4542,2,2,360,1,6,2,31,3467,8,52,4,3,30.38,4227,4227,4227,300,1
4543,1,4,58,1,8,4,2603,2603,6,37,8,1,10.00,3445,3445,3446,1082,1
4544,1,2,53,0,13,1,61,61,6,184,4,2,44.83,4321,4321,4322,206,1
4545,1,2,5531,0,6,0,79,1,8,224,4,4,38.46,1730,3878,1731,2797,1
4546,8,5,1658,1,4,8,3248,20585,8,64,10,4,16.87,1051,1051,1051,3476,0
4547,3,3,72,0,2,3,63,11231,15,227,6,5,37.61,3523,3523,3524,1004,0
4548,3,1,1021,0,1,3,877,877,14,219,2,4,37.04,3690,3690,3690,837,1
4549,1,3,54,0,1,0,752,44111,15,113,6,3,43.10,4157,4157,4157,370,0
4550,1,7,650,0,2,7,4060,1,8,122,14,1,23.26,1142,4344,1142,3385,1
4551,1,1,51,0,1,0,181,181,16,147,2,3,23.53,3795,3971,3971,732,1
4552,46,5,48322,6,1,92,37509,105919,8,44,10,1,23.53,1438,1438,3657,3089,0
4553,1,2,965,0,3,2,701,3899,12,92,4,2,17.98,2659,2661,2661,1868,1
4554,2,1,46,1,2,1,105,170061,12,1218,2,4,31.78,3763,3987,3987,764,0
4555,2,1,498,0,3,1,6692,6692,24,121,2,3,15.64,3447,3447,4075,1080,1
4556,3,2,3718,0,1,2,14783,14783,10,249,4,4,47.37,1828,1828,2094,2699,0
4557,11,2,2712,1,4,10,34315,34315,7,377,4,2,26.47,2022,2023,3682,2505,0
4558,1,1,999,0,3,1,1477,16339,11,277,2,3,28.57,1688,1688,1688,2839,0
4559,1,1,105,0,4,1,496,1187,5,3970,2,3,21.05,3685,3685,3685,842,1
4560,2,2,56,0,4,1,23,23,13,620,4,4,43.55,4467,4468,4468,60,1
4561,1,1,1111,0,2,0,1151,8224,8,214,2,4,47.31,1116,1117,1117,3411,0
4562,2,1,1358,3,4,1,841,841,12,143,2,5,31.93,3150,3150,3759,1377,1
4563,1,1,67,0,1,0,13,38799,12,61,2,2,14.81,4057,4057,4057,470,0
4564,2,5,429,0,1,7,4716,25651,11,32,10,2,29.27,295,1075,1075,4232,0
4565,10,3,52191,3,4,13,1143,4308,8,197,6,2,40.62,523,2522,2522,4004,0
4566,4,1,2118,0,4,1,2082,2082,5,330,2,4,24.10,4018,4018,4453,509,1
4567,2,8,101,0,4,2,41,72025,13,81,16,2,18.39,4063,4063,4063,464,0
4568,1,2,55,0,2,1,1183,1183,5,115,4,3,47.83,2633,2633,2633,1894,1
4569,15,3,9248,6,2,34,330,1,11,108,6,2,18.56,1789,3220,3782,2738,0
4570,2,3,400,0,3,4,203,203,8,223,6,2,40.00,2329,2329,2329,2198,1
4571,1,1,523,0,2,0,15,15,12,229,2,2,28.17,2939,2942,2944,1588,1
4572,5,2,4051,0,3,6,295,26499,8,64,4,2,20.59,1282,4005,4005,3245,0
4573,3,1,168,0,16,2,1059,1059,12,542,2,5,48.53,3342,3343,3343,1185,1
4574,1,2,274,0,16,1,693,4402,10,97,4,3,46.81,3776,3776,3777,751,1
4575,7,3,1888,5,2,4,31730,31730,8,579,6,3,28.21,1369,1369,1369,3158,0
4576,8,2,470,0,2,3,2945,2945,9,327,4,3,51.43,3229,3230,3978,1298,1
4577,1,1,898,0,3,1,3137,12364,4,261,2,3,47.62,3376,3376,3376,1151,1
4578,3,5,538,0,1,4,1105,51,8,108,10,2,31.03,4133,4133,4133,394,1
4579,1,1,183,0,2,1,177,16517,9,52,2,3,27.16,3148,3148,3148,1379,0
4580,14,1,1878,1,10,2,2738,2738,9,233,2,3,23.53,3621,3835,3835,906,1
4581,5,2,9355,1,3,7,795,5570,5,45,4,3,33.33,2835,2976,3275,1692,0
